word,pos,CEFR-J level,exact asset exists,already in curated dictionary,already found by open-world discovery
mold,noun,B2,yes,no,yes
monastery,noun,B2,no,no,no
moonlight,noun,B2,no,no,no
moonscape,noun,B2,no,no,no
morality,noun,B2,no,no,no
mortar,noun,B2,yes,no,yes
mortgage,noun,B2,no,no,no
mother-in-law,noun,B2,no,no,no
motion,noun,B2,no,no,no
motorbike,noun,B2,no,no,no
motorist,noun,B2,no,no,no
mover,noun,B2,no,no,no
mumble,noun,B2,no,no,no
murmur,noun,B2,no,no,no
musical,noun,B2,no,no,no
mustache,noun,B2,no,no,no
mutability,noun,B2,no,no,no
mutter,noun,B2,no,no,no
mutton,noun,B2,no,no,no
nano,noun,B2,no,no,no
narrator,noun,B2,no,no,no
native speaker,noun,B2,no,no,no
navigation,noun,B2,no,no,no
navy,noun,B2,no,no,no
necessity,noun,B2,no,no,no
need,noun,B2,no,no,no
neglect,noun,B2,no,no,no
nerve,noun,B2,no,no,no
nerves,noun,B2,no,no,no
netsurfer,noun,B2,no,no,no
neurosis,noun,B2,no,no,no
newscaster,noun,B2,no,no,no
nightclub,noun,B2,no,no,no
nightmare,noun,B2,no,no,no
nobility,noun,B2,no,no,no
nobleman,noun,B2,no,no,no
nomad,noun,B2,no,no,no
nomination,noun,B2,no,no,no
nominee,noun,B2,no,no,no
nostril,noun,B2,yes,no,yes
nought,noun,B2,no,no,no
nourishment,noun,B2,no,no,no
novelty,noun,B2,no,no,no
nuisance,noun,B2,no,no,no
nursery,noun,B2,no,no,no
nut,noun,B2,yes,yes,yes
nutshell,noun,B2,no,no,no
oath,noun,B2,no,no,no
obedience,noun,B2,no,no,no
obituary,noun,B2,no,no,no
obligation,noun,B2,no,no,no
observer,noun,B2,no,no,no
obsession,noun,B2,no,no,no
offender,noun,B2,no,no,no
offense,noun,B2,no,no,no
official,noun,B2,no,no,no
ointment,noun,B2,yes,no,yes
olive,noun,B2,yes,yes,no
olympia,noun,B2,no,no,no
olympiad,noun,B2,no,no,no
operator,noun,B2,no,no,no
opponent,noun,B2,no,no,no
optimism,noun,B2,no,no,no
optimist,noun,B2,no,no,no
orator,noun,B2,no,no,no
orchid,noun,B2,yes,yes,no
organizer,noun,B2,no,no,no
original,noun,B2,no,no,no
originality,noun,B2,no,no,no
ornament,noun,B2,yes,no,no
ounce,noun,B2,no,no,no
outback,noun,B2,no,no,no
outbreak,noun,B2,no,no,no
outcome,noun,B2,no,no,no
outfit,noun,B2,no,no,no
outing,noun,B2,no,no,no
outlet,noun,B2,yes,no,no
outline,noun,B2,yes,no,no
outlook,noun,B2,no,no,no
outpatient,noun,B2,no,no,no
output,noun,B2,no,no,no
outrage,noun,B2,no,no,no
outside,noun,B2,no,no,no
outsider,noun,B2,no,no,no
outskirts,noun,B2,no,no,no
overcoat,noun,B2,no,no,no
overlap,noun,B2,no,no,no
overtime,noun,B2,no,no,no
ow,noun,B2,no,no,no
owl,noun,B2,yes,yes,no
ox,noun,B2,yes,yes,no
ozone,noun,B2,no,no,no
pa,noun,B2,no,no,no
packet,noun,B2,no,no,no
pad,noun,B2,no,no,no
paintbrush,noun,B2,yes,yes,yes
pajamas,noun,B2,yes,yes,no
pallet,noun,B2,yes,no,yes
pancake,noun,B2,yes,yes,yes
panel,noun,B2,no,no,no
papaya,noun,B2,yes,yes,yes
paperwork,noun,B2,no,no,no
parade,noun,B2,no,no,no
paradox,noun,B2,no,no,no
paralysis,noun,B2,no,no,no
paratrooper,noun,B2,no,no,no
parliament,noun,B2,no,no,no
participation,noun,B2,no,no,no
particle,noun,B2,no,no,no
partisan,noun,B2,no,no,no
partnership,noun,B2,no,no,no
pastor,noun,B2,no,no,no
patch,noun,B2,yes,no,yes
patriot,noun,B2,no,no,no
patriotism,noun,B2,no,no,no
patron,noun,B2,no,no,no
pavement,noun,B2,no,no,no
paw,noun,B2,yes,yes,yes
pawnbroker,noun,B2,no,no,no
pawnshop,noun,B2,no,no,no
payment,noun,B2,no,no,no
peach,noun,B2,yes,yes,no
peak,noun,B2,yes,no,yes
pearl,noun,B2,yes,yes,yes
pebble,noun,B2,yes,yes,no
pedal,noun,B2,yes,yes,no
pedestrian,noun,B2,no,no,no
peel,noun,B2,yes,no,no
peep,noun,B2,no,no,no
peer,noun,B2,yes,no,no
peg,noun,B2,no,no,no
penalty,noun,B2,no,no,no
penguin,noun,B2,yes,yes,yes
penicillin,noun,B2,no,no,no
pension,noun,B2,no,no,no
pentagon,noun,B2,no,no,no
percentage,noun,B2,no,no,no
perception,noun,B2,no,no,no
permanence,noun,B2,no,no,no
perseverance,noun,B2,no,no,no
persistence,noun,B2,no,no,no
personification,noun,B2,no,no,no
personnel,noun,B2,no,no,no
perspective,noun,B2,no,no,no
perspiration,noun,B2,no,no,no
persuasion,noun,B2,no,no,no
pessimist,noun,B2,no,no,no
ph,noun,B2,no,no,no
pharmacist,noun,B2,no,no,no
phase,noun,B2,no,no,no
physician,noun,B2,no,no,no
pi,noun,B2,no,no,no
pickle,noun,B2,yes,yes,no
pillowcase,noun,B2,no,no,no
pin,noun,B2,yes,yes,no
pine,noun,B2,no,no,no
pint,noun,B2,no,no,no
piracy,noun,B2,no,no,no
pirate,noun,B2,yes,yes,no
pitch,noun,B2,yes,no,no
plague,noun,B2,no,no,no
planning,noun,B2,no,no,no
playmate,noun,B2,no,no,no
playwright,noun,B2,no,no,no
plot,noun,B2,no,no,no
plum,noun,B2,yes,yes,no
plumber,noun,B2,no,no,no
plus,noun,B2,no,no,no
pneumonia,noun,B2,no,no,no
point of view,noun,B2,no,no,no
polar bear,noun,B2,yes,yes,yes
polio,noun,B2,no,no,no
polish,noun,B2,yes,no,no
politeness,noun,B2,no,no,no
polity,noun,B2,no,no,no
polo,noun,B2,no,no,no
popularity,noun,B2,no,no,no
porch,noun,B2,yes,yes,no
portion,noun,B2,no,no,no
pose,noun,B2,yes,no,no
practicality,noun,B2,no,no,no
prance,noun,B2,no,no,no
prawn,noun,B2,yes,yes,no
predicament,noun,B2,no,no,no
predictor,noun,B2,no,no,no
prefect,noun,B2,no,no,no
prehuman,noun,B2,no,no,no
presenter,noun,B2,no,no,no
presidency,noun,B2,no,no,no
prestige,noun,B2,no,no,no
prevention,noun,B2,no,no,no
prick,noun,B2,no,no,no
prime minister,noun,B2,no,no,no
principal,noun,B2,no,no,no
priority,noun,B2,no,no,no
privilege,noun,B2,no,no,no
probe,noun,B2,no,no,no
procedure,noun,B2,no,no,no
professional,noun,B2,no,no,no
profile,noun,B2,no,no,no
profit,noun,B2,no,no,no
programmer,noun,B2,no,no,no
programming,noun,B2,no,no,no
project,noun,B2,no,no,no
projection,noun,B2,no,no,no
prom,noun,B2,no,no,no
prominence,noun,B2,no,no,no
prompt,noun,B2,no,no,no
proponent,noun,B2,no,no,no
prose,noun,B2,no,no,no
prospect,noun,B2,no,no,no
province,noun,B2,no,no,no
provision,noun,B2,no,no,no
proximity,noun,B2,no,no,no
psychology,noun,B2,no,no,no
publication,noun,B2,no,no,no
publicity,noun,B2,no,no,no
pudding,noun,B2,yes,no,no
pulse,noun,B2,no,no,no
pumpkin,noun,B2,yes,yes,no
punch,noun,B2,yes,no,no
punctuality,noun,B2,no,no,no
purchase,noun,B2,no,no,no
pursuit,noun,B2,no,no,no
qualification,noun,B2,no,no,no
quarantine,noun,B2,no,no,no
quarrel,noun,B2,no,no,no
query,noun,B2,no,no,no
quiet,noun,B2,yes,yes,no
quotation,noun,B2,no,no,no
quote,noun,B2,no,no,no
racism,noun,B2,no,no,no
racist,noun,B2,no,no,no
rack,noun,B2,no,no,no
radar,noun,B2,yes,yes,no
radical,noun,B2,no,no,no
radium,noun,B2,no,no,no
rafter,noun,B2,no,no,no
rag,noun,B2,no,no,no
rainbow,noun,B2,yes,yes,yes
rainstorm,noun,B2,no,no,no
rally,noun,B2,yes,no,no
ram,noun,B2,no,no,no
ramp,noun,B2,no,no,no
ranger,noun,B2,no,no,no
rape,noun,B2,no,no,no
rattle,noun,B2,yes,yes,no
ravage,noun,B2,no,no,no
reaction,noun,B2,no,no,no
real estate,noun,B2,no,no,no
realization,noun,B2,no,no,no
rebel,noun,B2,no,no,no
recession,noun,B2,no,no,no
recipe,noun,B2,no,no,no
recognition,noun,B2,no,no,no
recollection,noun,B2,no,no,no
recommendation,noun,B2,no,no,no
recreation,noun,B2,no,no,no
reed,noun,B2,yes,no,no
reference,noun,B2,no,no,no
refinery,noun,B2,no,no,no
reform,noun,B2,no,no,no
refrain,noun,B2,no,no,no
refresh,noun,B2,no,no,no
refuge,noun,B2,no,no,no
refugee,noun,B2,no,no,no
regard,noun,B2,no,no,no
reggae,noun,B2,no,no,no
regime,noun,B2,no,no,no
regret,noun,B2,no,no,no
rehearsal,noun,B2,no,no,no
reinforcement,noun,B2,no,no,no
rejection,noun,B2,no,no,no
relativity,noun,B2,no,no,no
relaxation,noun,B2,no,no,no
relay,noun,B2,yes,no,no
relic,noun,B2,no,no,yes
relief,noun,B2,no,no,no
remains,noun,B2,no,no,no
remark,noun,B2,no,no,no
reminder,noun,B2,no,no,no
rental,noun,B2,no,no,no
repaint,noun,B2,no,no,no
repertoire,noun,B2,no,no,no
repetition,noun,B2,no,no,no
replacement,noun,B2,no,no,no
replica,noun,B2,no,no,no
repression,noun,B2,no,no,no
reprint,noun,B2,no,no,no
residence,noun,B2,no,no,no
resident,noun,B2,no,no,no
resignation,noun,B2,no,no,no
resistance,noun,B2,no,no,no
resolution,noun,B2,no,no,no
respiration,noun,B2,no,no,no
restriction,noun,B2,no,no,no
retailer,noun,B2,no,no,no
retina,noun,B2,no,no,no
retirement,noun,B2,no,no,no
retreat,noun,B2,no,no,no
revelation,noun,B2,no,no,no
revenge,noun,B2,no,no,no
revenue,noun,B2,no,no,no
reverence,noun,B2,no,no,no
revival,noun,B2,no,no,no
revolution,noun,B2,no,no,no
rhinoceros,noun,B2,no,no,no
rib,noun,B2,yes,no,yes
riddle,noun,B2,no,no,no
rider,noun,B2,no,no,no
ridge,noun,B2,yes,no,yes
righteousness,noun,B2,no,no,no
rim,noun,B2,no,no,no
rite,noun,B2,no,no,no
ritual,noun,B2,no,no,no
rival,noun,B2,no,no,no
roam,noun,B2,no,no,no
rocket,noun,B2,yes,yes,yes
roommate,noun,B2,no,no,no
route,noun,B2,no,no,no
royalty,noun,B2,no,no,no
rubble,noun,B2,no,no,no
rug,noun,B2,yes,yes,no
rush hour,noun,B2,no,no,no
sag,noun,B2,no,no,no
sage,noun,B2,no,no,no
salary,noun,B2,no,no,no
salesmanship,noun,B2,no,no,no
salesperson,noun,B2,no,no,no
saleswoman,noun,B2,no,no,no
salon,noun,B2,no,no,no
salsa,noun,B2,yes,no,no
sandstone,noun,B2,no,no,no
sanitation,noun,B2,no,no,no
saving,noun,B2,no,no,no
say,noun,B2,no,no,no
scandal,noun,B2,no,no,no
scar,noun,B2,no,no,no
scarlet,noun,B2,no,no,no
scent,noun,B2,no,no,no
scheme,noun,B2,no,no,no
scholasticism,noun,B2,no,no,no
schoolgirl,noun,B2,no,no,no
scooter,noun,B2,yes,yes,no
scribble,noun,B2,no,no,no
scrooge,noun,B2,no,no,no
scuba,noun,B2,yes,no,no
scythe,noun,B2,no,no,no
seal,noun,B2,yes,yes,yes
second person,noun,B2,no,no,no
sector,noun,B2,no,no,no
seesaw,noun,B2,yes,yes,no
segment,noun,B2,no,no,no
self-confidence,noun,B2,no,no,no
seller,noun,B2,no,no,no
semi-final,noun,B2,no,no,no
semicolon,noun,B2,no,no,no
seminar,noun,B2,no,no,no
senator,noun,B2,no,no,no
servant,noun,B2,no,no,no
setback,noun,B2,no,no,no
sexism,noun,B2,no,no,no
shed,noun,B2,no,no,no
shield,noun,B2,yes,yes,yes
shift,noun,B2,no,no,no
shipping,noun,B2,no,no,no
shipwreck,noun,B2,yes,no,yes
shooting,noun,B2,no,no,no
shopkeeper,noun,B2,no,no,no
shoplifter,noun,B2,no,no,no
shoplifting,noun,B2,no,no,no
shortness,noun,B2,no,no,no
showbiz,noun,B2,no,no,no
showcase,noun,B2,no,no,no
shrink,noun,B2,no,no,no
silverware,noun,B2,no,no,no
simplification,noun,B2,no,no,no
sincerity,noun,B2,no,no,no
sister-in-law,noun,B2,no,no,no
skateboard,noun,B2,yes,yes,no
skateboarder,noun,B2,no,no,no
skylark,noun,B2,no,no,no
slang,noun,B2,no,no,no
slap,noun,B2,no,no,no
slash,noun,B2,no,no,no
slaughter,noun,B2,no,no,no
sliver,noun,B2,no,no,no
smokestack,noun,B2,yes,no,yes
sneer,noun,B2,no,no,no
snore,noun,B2,yes,no,no
snowball,noun,B2,yes,yes,no
soak,noun,B2,yes,no,no
softness,noun,B2,no,no,no
soil,noun,B2,yes,yes,no
solidity,noun,B2,no,no,no
soliloquy,noun,B2,no,no,no
solo,noun,B2,no,no,no
solvent,noun,B2,no,no,no
son-in-law,noun,B2,no,no,no
sonnet,noun,B2,no,no,no
soundtrack,noun,B2,no,no,no
soviet,noun,B2,no,no,no
soybean,noun,B2,no,no,no
spa,noun,B2,no,no,no
sparerib,noun,B2,no,no,no
spark,noun,B2,no,no,no
sparrow,noun,B2,yes,yes,no
specialty,noun,B2,no,no,no
species,noun,B2,no,no,no
spectacle,noun,B2,no,no,no
speeder,noun,B2,no,no,no
spite,noun,B2,no,no,no
splash,noun,B2,yes,no,no
splatter,noun,B2,no,no,no
spokesman,noun,B2,no,no,no
spokeswoman,noun,B2,no,no,no
spray,noun,B2,yes,yes,no
spreadsheet,noun,B2,no,no,no
sprint,noun,B2,yes,no,no
spur,noun,B2,no,no,no
squad,noun,B2,no,no,no
squash,noun,B2,yes,no,no
stability,noun,B2,no,no,no
stack,noun,B2,yes,no,no
stagger,noun,B2,no,no,no
stain,noun,B2,yes,no,no
stake,noun,B2,yes,no,no
standstill,noun,B2,no,no,no
stanza,noun,B2,no,no,no
starvation,noun,B2,no,no,no
statesman,noun,B2,no,no,no
statistics,noun,B2,no,no,no
steering wheel,noun,B2,yes,no,no
stepfather,noun,B2,no,no,no
stepmother,noun,B2,no,no,no
stereotype,noun,B2,no,no,no
stew,noun,B2,yes,yes,no
stick,noun,B2,yes,yes,no
stimulant,noun,B2,no,no,no
stimulation,noun,B2,no,no,no
stitch,noun,B2,yes,yes,no
stock,noun,B2,no,no,no
stock market,noun,B2,no,no,no
stockpile,noun,B2,no,no,no
stonework,noun,B2,no,no,no
stool,noun,B2,yes,yes,no
stopover,noun,B2,no,no,no
stopwatch,noun,B2,yes,yes,no
strait,noun,B2,no,no,no
strand,noun,B2,no,no,no
stroke,noun,B2,yes,no,no
stylist,noun,B2,no,no,no
subcontinent,noun,B2,no,no,no
subculture,noun,B2,no,no,no
subdivision,noun,B2,no,no,no
subjunctive,noun,B2,no,no,no
subplot,noun,B2,no,no,no
substance,noun,B2,no,no,no
subtitle,noun,B2,no,no,no
suburb,noun,B2,no,no,no
suffering,noun,B2,no,no,no
sulfur,noun,B2,no,no,no
sunbeam,noun,B2,no,no,no
superintendent,noun,B2,no,no,no
supervision,noun,B2,no,no,no
supervisor,noun,B2,no,no,no
supplement,noun,B2,no,no,no
supplier,noun,B2,no,no,no
surge,noun,B2,no,no,no
surroundings,noun,B2,no,no,no
surveillance,noun,B2,no,no,no
swan,noun,B2,yes,yes,no
swing,noun,B2,yes,yes,no
syllable,noun,B2,no,no,no
synonym,noun,B2,no,no,no
tablecloth,noun,B2,no,no,no
tabloid,noun,B2,no,no,no
tag,noun,B2,yes,no,yes
tail,noun,B2,yes,yes,yes
tan,noun,B2,no,no,no
tatter,noun,B2,no,no,no
tattoo,noun,B2,no,no,no
taunt,noun,B2,no,no,no
teaspoon,noun,B2,no,no,no
telescope,noun,B2,yes,yes,yes
temptation,noun,B2,no,no,no
tenderness,noun,B2,no,no,no
terrace,noun,B2,yes,yes,no
territory,noun,B2,no,no,no
testimony,noun,B2,no,no,no
theme,noun,B2,no,no,no
theorist,noun,B2,no,no,no
therapist,noun,B2,no,no,no
therapy,noun,B2,no,no,no
thermometer,noun,B2,yes,yes,yes
thesis,noun,B2,no,no,no
thickness,noun,B2,no,no,no
thigh,noun,B2,no,no,no
thinker,noun,B2,no,no,no
third person,noun,B2,no,no,no
thirst,noun,B2,no,no,no
thread,noun,B2,yes,yes,yes
thrill,noun,B2,no,no,no
throat,noun,B2,no,no,no
tightrope,noun,B2,no,no,no
timeliness,noun,B2,no,no,no
timing,noun,B2,no,no,no
tiredness,noun,B2,no,no,no
toenail,noun,B2,no,no,no
toll,noun,B2,no,no,no
tomb,noun,B2,no,no,no
ton,noun,B2,no,no,no
torch,noun,B2,yes,yes,no
tortoiseshell,noun,B2,no,no,no
trader,noun,B2,no,no,no
trailer,noun,B2,no,no,no
trainee,noun,B2,no,no,no
trainer,noun,B2,no,no,no
trait,noun,B2,no,no,no
traitor,noun,B2,no,no,no
tramp,noun,B2,no,no,no
trample,noun,B2,no,no,no
transcript,noun,B2,no,no,no
transfer,noun,B2,no,no,no
transfusion,noun,B2,no,no,no
transistor,noun,B2,no,no,no
transition,noun,B2,no,no,no
translation,noun,B2,no,no,no
translator,noun,B2,no,no,no
transmission,noun,B2,no,no,no
traverse,noun,B2,no,no,no
tray,noun,B2,yes,yes,yes
treaty,noun,B2,no,no,no
trek,noun,B2,yes,no,no
tremor,noun,B2,no,no,no
trial,noun,B2,no,no,no
triangle,noun,B2,yes,yes,no
tribe,noun,B2,no,no,no
trio,noun,B2,no,no,no
trolley,noun,B2,yes,yes,yes
troop,noun,B2,no,no,no
trophy,noun,B2,yes,yes,yes
trunk,noun,B2,no,no,yes
trust,noun,B2,no,no,no
truthfulness,noun,B2,no,no,no
tub,noun,B2,no,no,no
tuberculosis,noun,B2,no,no,no
tug,noun,B2,yes,no,no
tuition,noun,B2,no,no,no
tulip,noun,B2,yes,yes,no
tumor,noun,B2,no,no,no
tunnel,noun,B2,yes,yes,no
tutor,noun,B2,no,no,no
twinkle,noun,B2,no,no,no
typhoid,noun,B2,no,no,no
tyranny,noun,B2,no,no,no
tyrant,noun,B2,no,no,no
undergraduate,noun,B2,no,no,no
understanding,noun,B2,no,no,no
underwear,noun,B2,no,no,no
unease,noun,B2,no,no,no
unhappiness,noun,B2,no,no,no
unrest,noun,B2,no,no,no
unusualness,noun,B2,no,no,no
upbringing,noun,B2,no,no,no
update,noun,B2,no,no,no
upgrade,noun,B2,no,no,no
user,noun,B2,no,no,no
utility,noun,B2,no,no,no
vaccine,noun,B2,no,no,no
valentine,noun,B2,no,no,no
vanity,noun,B2,no,no,no
variation,noun,B2,no,no,no
venture,noun,B2,no,no,no
venue,noun,B2,no,no,no
verse,noun,B2,no,no,no
version,noun,B2,no,no,no
veteran,noun,B2,no,no,no
vibration,noun,B2,no,no,no
viewer,noun,B2,no,no,no
vigor,noun,B2,no,no,no
villa,noun,B2,no,no,no
villager,noun,B2,no,no,no
vinegar,noun,B2,yes,yes,no
virtual reality,noun,B2,no,no,no
virtue,noun,B2,no,no,no
vitamin,noun,B2,no,no,no
vocalist,noun,B2,no,no,no
volunteer,noun,B2,no,no,no
vomit,noun,B2,no,no,no
voter,noun,B2,no,no,no
vow,noun,B2,no,no,no
wage,noun,B2,no,no,no
waist,noun,B2,yes,no,yes
waistcoat,noun,B2,no,no,no
wait,noun,B2,yes,no,no
walkabout,noun,B2,no,no,no
walker,noun,B2,no,no,no
wallboard,noun,B2,no,no,no
walnut,noun,B2,yes,yes,no
want,noun,B2,no,no,no
warship,noun,B2,no,no,no
wartime,noun,B2,no,no,no
wasp,noun,B2,yes,yes,no
weave,noun,B2,yes,no,no
weed,noun,B2,yes,yes,no
welcome,noun,B2,yes,no,no
welfare,noun,B2,no,no,no
wheat,noun,B2,yes,yes,no
whiskey,noun,B2,no,no,no
widow,noun,B2,no,no,no
width,noun,B2,no,no,no
wilderness,noun,B2,yes,yes,no
will,noun,B2,no,no,no
win,noun,B2,yes,no,no
windshield,noun,B2,no,no,no
wink,noun,B2,yes,no,no
wit,noun,B2,no,no,no
withdrawal,noun,B2,no,no,no
witness,noun,B2,no,no,no
wolf,noun,B2,yes,yes,no
woodcarving,noun,B2,no,no,no
workbench,noun,B2,yes,yes,yes
workman,noun,B2,no,no,no
worktable,noun,B2,no,no,no
worldview,noun,B2,no,no,no
worm,noun,B2,yes,yes,no
worse,noun,B2,no,no,no
worship,noun,B2,no,no,no
wreck,noun,B2,no,no,no
x-ray,noun,B2,yes,yes,yes
yacht,noun,B2,yes,yes,no
yawn,noun,B2,yes,no,no
zebra,noun,B2,yes,yes,no
zip,noun,B2,yes,no,no
zoom,noun,B2,yes,no,no
